text	label
file  allah yakawo mana sako	positive
better late than never happy birthday pweety allah ya karo shekaru masu albarka ya kareki daga sharrin makiya both visible and invincible ones	positive
new democracy day sai baba	positive
gaskia kaga sai ayi double celebration ga mulki ga mata 	positive
mashaa allah allah ya kara daukaka musulunci da musulmi amma fa muna fatan ayi 30 bana idan kuma anga watan shikenan zamuyi missing ramadan 	positive
komai nashi daban ne el rufai kenan namu ba irin nasu bane baya likimo sai aiki bulldozer kenan	positive
suma fa yanarewaneh kuyi musu hausa suji dan allah  much love 4 both of u	positive
wow kinyi magana mai kyau fav artist	positive
dan allah bbc hausa ina mai rokon alfarma agurinku da kudena irin wadannan tambayoyin lokacin azumin ramadan saboda mu daku duka musulmai ne kamata yayi mu maida hankali wajen yin abinda allah zai farin ciki damu bawai kudinga posting na abubuwanda bai daceba please 	positive
su madam makeup din yau ya miki kyau sosai 	positive
iam yet to comprehend what transpired at pdp presidential primaries it remains strange to me go wike ceo of pdp baba of all	positive
hada masa cikon balance din tallan shi zai sa na hada kan nawa balance din fifa20 di na ni kuma dan allah ki taimaka 	positive
barka da shagulgulan sallah may allah accept our ibadat 	positive
karamarsu babbar su u always looking smile  alhmdlh	positive
a sanadiyyar cutar coroner virus kenan innalillahi wainna ilaihirrajiun allah yagafarta masa	positive
kaeee dis one is too much burgewa wallahi 	positive
ayya kash  sai dai bani kusa da wajen bikin kai ga wayatana biyo taciki because i dont want to be left behind allah sanya alkairi	positive
allah dai ya kaimu daddy	positive
united states  believes pdp presidential candidate waziri atiku abubakar would be a better candidate	positive
valentines day yau ne ranar masoya  a duniya ka furtawa budurwar ka wadannan kalaman soyayyar zatayi farinciki 	positive
either baba pmb did it for the right reasons or not  the point is the right thing has been done  even if he loses the 2019 election	positive
allah ya karba tuban ki rahama allah kuma yasa shiryuwa ce ta har abadawe are all sinners is just that we sin differently allah ya yafe mana baki dayaallah yana son bawansa mai tuba bayan kuskure	positive
allah ya karawa malam lafiya da duk wanda yake dauke da wannan cutar ta covid19  the captain is back 	positive
tab sahun sallah kuma ya koma kamar ana assembly a makaranta  to allah ya kawo mana dauki kana wannan balai	positive
masha allah agaskiya aiki yana kyau saboda hakan yatabbatarmuna dacewa bakaramin kwararrebane yake shirya wannan film din allah yayijagora 	positive
kawae dae xamucigaba da kallon irinta a film but agske irin wannan soyayyar batayi existing ba	positive
tohm allah yajikanka da rahman boss but sha we will keep praying for u sir insha allah ur final home is aljannatul firdausi	positive
uhumm masha allah congratulations nice  one	positive
wanan shine zance mai hade da ilimi da hikima harda fikira tahanyar sanarwa da duniya hakikanin menene hakarci kaburgwni sosai awanna zancen hakika kuma kayi gaskiya allah yabani ikon yiwa wadanda suka taimakemu halrci agobenmu arayuwa  supported sir keep it up	positive
baba ikon allah ai ko da haka aka tsaya baba yayi nasara wlhjamiyyu arbain  ko sunki ko sun so baba sai yayi takwas kuma ya bama yara matasa suyi taking over 	positive
masha allah film din yayi ba magana wai baka gaishe ni kamin sanda zuwa ba yace ga babban sannu da zuwa a gaban kishinkafa kaza mall	positive
wlh falalu ka sani kuka aduk lokacin da tuna da ibro sai inji kamar ni kadai a kaiwa rashin nan allah ya kai haske kabarin ka chairman 	positive
debate nigeria must be waiting for is btw vice president and peter obi must watch insha allah	positive
ina alfahari dake aunty fati 	positive
my beautiful actressina yi miki fatan alkhairee	positive
na taalliye maman magaji da azumi matarr tausayi allah ya cika maka burin ka kazama ma aikacin bbc muna dakon jin muryan ka a london take lots allah yasa 	positive
wallahi most of you that are happy for this development should end in tears  because allah said innaka mayyitun wainnahum mayyitoona thumma innakum yawma alqiyamati aainda rabbikum takhtasimoon	positive
wow zaren yayi kalar yard din ubangiji allah ya sanya alkairi 	positive
tunda buhari yake bai taba yin aikin daya burgeni kamar wannan balong life pmb	positive
who are you supporting for 2019 presidential election  retweet for baba mbuhari like for atiku kindly drop comment	positive
work done well allah ya kara daukaka the king 	positive
zamu kara cin banza kenan hala madrid	positive
beautiful allah yaqara basira dun yarasulullah	positive
former us ambassador to nigeria  john campbell categorically stated that baba won all the last three election	positive
good up up  wannan shine sune yakamata suji tsoranka ba wai kaikaji tsoransu elrufai we are follow u	positive
gaskiya ne allah ya bamu ikon koyi da annabi muhammadu rasoolullah ﷺ	positive
ni dai ya kai mu club mai kyau 	positive
nifa da zau rahama sadau tace sai ni da sai na ruba ruwa akasa nayi drink nasa	positive
haba kaima kada kadamu kanka akan wanandaukakace ba abin da baxakaji basai dai ka tushe kunanka kawai one luv bro	positive
thank god numfashinmu ba a hannunsu yake ba dan shima nasan da yanzu an bambamta yawan wanda talaka zai shaka da na mai kudi 	positive
mashaa allah ace da munada lokaci zamudinga xuwa amma the problem yasin no time	positive
yau take sallah a wurin barca fans	positive
u wlkm sir allah ya qara daukaka 	positive
jubril of sudan till 2023 insha allah	positive
this is what they did with buhari as well because even me too at first i was like buhari tho   next thing i was shouting sai baba	positive
wannan dress yayi maki kyau over yasin kaman ba indiya	positive
idan ba xa ki raina abin da zan turo miki ba ki jaraba ni za ki ga dattako daga zamfara tukuici kuma sai ki yi following dina	positive
nifa ina goyon baya hala alkhairi ke tafe da alama joy is coming apc 4+4 	positive
aks her to pay their backlogs first nigeria  my country  allah yabamu shuwagabanni na kwarae	positive
happy friday king  of kannywood	positive
muna da rana a nigerian insha allah very soon sef	positive
im very glad atiku abubakar is the flag bearer of pdp sai atiku 2019	positive
uhmmm wlh kincije ni rahama dani allhaji ne wlh da zance sai ke wlh bless up my queen   looking like priyaca	positive
you are welcome yallabai	positive
dood moning rahama yadai yakotenki	positive
ranka shidade nd then mr gmk we are waiting yar gata song	positive
allah ya kaimu lahadi lafiya muna yiwa allah biyayya muna yiwa shugaba daa salla till sunday	positive
a haba dai kano pillars allah ya bashi team a chan inda take	positive
ikon god sae looking ae daga nan harki kama haska film dinki xaki tah dariya kala kala wancan week din kasuwa tayi miki dadi kinyi dariya da larabci wannan kuma da french next kuma maybe kuma da indian language xaki dariyar	positive
allah ya kaimu ya bada zaman lafiya i pray	positive
gaskiya i love izzar so 	positive
noted sir allah yasa mudace	positive
if i guess right you are now into estate as in estate developer arziki yaci uban nada gaba dai gaba dai kanwata 	positive
and allah kara daukaka our own super stars 	positive
ranan dazaafara registration kenanallah yaba mai rabu saa	positive
kuma akwai adduar da annabi sallallahu alaihi wa alihi wasallam yayi akan shuwagabanni yasamu malamai kamar su suyi masa tunatarwa dangane shaanin mulki idan kuma bahaka ba to wallahi muna jiye tsoron tsikar azabar allah swt allah ya tsare 	positive
ni kuma da ahmed musa dashi nake alfahari wanda yafara ciwa nigeria  ball 2 a tarihin wasan kollon duniya	positive
in trying to use his executive order 6 to determine the process  procedures and progression of cases in court siyasar bana	positive
allah ya taimaka nima zan sayawa madam insha allah 	positive
mu yan lfc zamu yi biki in sha allah 3 0 united basu shirya ba up the reds 	positive
rahma inayinki wallahi love you	positive
this is a real prove that youre not under any police custody allah ya gafarta mana gaba dayanmu	positive
nigeria sai baba buhari da ikon allah	positive
congratulation ali sarki kanywood actor 	positive
 allah sarki uwa itache jigo itache keche ma da allah maka albarka  kuma da yardan allah sai kaga albarkan duk wani gata da wani zaima aduniya baikai wanda uwa tayi maka ba allah jikan ki da rahama my lovely mom	positive
ina yiwa iyalansa fatan alheri da kwanciyar hankali yayin da suke cikin kukan rashi words cant describe how sorry i am at this loss youre in my prayers may his gentle soul rest in peace 	positive
assalamu alikum bbc news hausa a kasar niger  a birni niamey zafi ba a ciwa komai yaseen sai dai godiya muna shan zafi	positive
nidai wlh kina burgeni yaushe zakizo kano kiyi birthday party 	positive
hmm a gaskiya yakamata gwannati tayi wani abu akan hana game day luck down saboda idan akayi laakari da chunkonson jiya a kowacce kasuwa a jihar kano yacci ache kowa yakamu da covid 19 amman wai baxaayi sallar jumaa bah jumaar farko awatan ramadam	positive
yarinya an girma lol   	positive
mbuhari atiku spokesmanatiku hopefully  we are expecting about 14 youth ministers from his administration insha allah	positive
godiya ta musamman50 na damuwa ta ya tafitun a tsakiyar episode 2 allah ya kara basira taska	positive
allah kara lpy king of the king 	positive
gej saw the time bomb and buit a school fro the almajiri mbuhari	positive
this one weak me rahma na nema ma wani gafara  well its good to have hope sha	positive
gaskiyar maganar kenan our peacefully	positive
   he is my governor kuma ina alfahari dashi	positive
lahaula walakauwata illabillahil azim allah yakawo man karshe wannan masiba a duniya baki daya dan darajar annabi 	positive
shima series ne koko allah yasa muga abinda yadacr ameen 	positive
i will be speaking at the baba atiku youth connect  a platform that gives the youth an opportunity to interact and share ideas	positive
kut mutumi na yau akwai chasu kenan ta yi ma reply finally	positive
ameeen ya allah super director 	positive
azeem prefecthaka ake so mutum ya za mo mai kauta ba mai  9ice 1	positive
kwarai kuwa rahma ai school life is the best 	positive
first time in history anyi abun kai 	positive
allah yasa can babu kidnapping kaga sai muyi sharhole amm muddin ansami boko haram ko wasu masu tada kayan baya dawowa earth xanyi 	positive
the king  of kannywood martaban kane allah shi kara daukaka and i love dey movie mansoor	positive
allah dai ya kaimu daddy	positive
ina sonki ina jindadi ganin film dake a cki 	positive
renaming stadium sai baba	positive
daga kasar ingila garin southampton gida mai lamba 12 bayan asibitin lifecare fatana shine allah ya maimaita mana mulkin baba sau 3 	positive
kihuta lovely sis 	positive
hmmmm blow ur trumpet well wooiyaye sun wuce haka allah dai ya saka musu da alheri muna kaunarsu a duk yadda allah ya hada mu dasu	positive
anty rahama i love youuu	positive
huh kaman wadan da suke crushing juna why not a mushaa biki kawaikaman naaga abun sai girma yake kulli yaumi	positive
radio  ta taka muhimmiyar rawar gani wajen yada labaru kuma mafi yawancin labaran ingantattu ne to amma yaxama tsohon yayi a ganina sbd mafi yawanci anfi amfani da internet wajen samun labarai ne ba radio ba dan rabona da radio na manta har akwae wasu wayoyin da bs da radio	positive
a hankali dia bayan mun sha hakuri freedom yazo allah kara tsaremu	positive
hasbunallahu waniimal wakil allah ubangiji ya basu lpy ya tsare saran musulmai 	positive
gaskiya taska wannan episod din ya bani dariya over	positive
comes across apc thugs me sai baba come across pdp thugs me sai atiku i cant come and kee myself	positive
allah yakare la back and front 	positive
 director extraordinaire ta allah ba ta mutum ba dan adam baya mutuwa sai dai ranar sa ta kare yau ranar murna ce ga ni da iyali na	positive
ameen takabbalallahu minna waminkum allah ya karbi ibadunmu ameen summa ameen 	positive
nice dressing riga harkasa mashaa allah anma sauran hijab da nikab	positive
hmm  wae yanason data dama addua yace kamai ba wanna ba mudai fatan mu keep shining and keep rising at all times my king	positive
labari mai suger 	positive
allah ya kawo mana karshen koh ameen ya rabbil kuwati wal jabarud 	positive
so what allah yakiyaye hanyan	positive
masha allahu allah shi maidoku lahiya amma hwa yakamata acire ado gwanja a sanyani indai anason film din ya qayatar 	positive
ma dear whether youre supporting ganduje or abba you must put your life first zaben nan fa is not do or die if its no longer safe stay at ur parents home or your matrimonial home  after all duk candidates din guda biyu ba wanda ya miki alkawarin kawar miki da damuwanki fa	positive
